,zone_id,year,month,day,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23,h24
349,A,2004,12,15,6762.22,6742.22,6931.11,7105.19,7604.44,8457.04,9582.96,9096.3,8864.44,7570.37,6928.89,6443.7,6054.07,5785.19,5642.22,5881.48,6947.41,8657.78,9140.0,9256.3,9230.37,9897.04,8592.59,7695.56
350,A,2004,12,16,7548.15,7558.52,7770.37,8274.07,8956.3,9929.63,11336.3,10594.81,10325.93,8411.85,7263.7,6554.07,5991.85,5598.52,5282.96,5282.96,6238.52,7951.85,8803.7,8887.41,8783.7,8082.96,7044.44,6085.19
351,A,2004,12,17,5713.33,5468.15,5465.93,5723.7,6356.3,7322.22,8748.89,8873.33,7902.96,6938.52,6087.41,5565.19,5241.48,4954.81,4821.48,4920.0,5748.15,7249.63,7808.15,7935.56,7922.96,7720.0,7332.59,6825.19
352,A,2004,12,18,6548.15,6490.37,6639.26,6797.04,7071.11,7633.33,8440.74,9605.19,9762.96,8840.74,7928.89,7121.48,6451.85,6003.7,5904.44,5983.7,6580.0,7866.67,8192.59,8136.3,8134.07,8053.33,7801.48,7322.22
353,A,2004,12,19,6900.0,6773.33,6839.26,6997.78,7093.33,7391.11,7860.0,8911.85,9607.41,9817.78,8791.85,7771.11,7180.74,7142.22,7045.19,7150.37,8132.59,9491.85,10096.3,10343.7,10469.63,10090.37,9354.07,8991.85
354,A,2004,12,20,8977.78,9231.85,9739.26,10256.3,11094.07,11967.41,13372.59,13051.85,12036.3,11902.22,11127.41,10193.33,9414.07,8821.48,8508.15,8665.19,9631.85,11287.41,11618.52,11494.07,12442.22,10800.74,9607.41,8791.11
355,A,2004,12,21,8461.48,8436.3,8634.81,8914.81,9475.56,10406.67,11648.89,11589.63,10343.7,9245.93,8285.93,7415.56,6768.89,6255.56,5890.37,5851.11,6705.93,8383.7,8953.33,8864.44,8678.52,8089.63,7221.48,6438.52
356,A,2004,12,22,5988.15,5711.85,5632.59,5827.41,6306.67,6968.15,7753.33,8181.48,7793.33,6987.41,6281.48,5727.41,5260.74,4885.93,4722.96,4828.89,5498.52,6926.67,7437.78,7409.63,7240.0,6553.33,5808.89,4975.56
357,A,2004,12,23,4407.41,4163.7,3994.81,4045.93,4315.56,4658.52,5303.7,5760.0,6090.37,6227.41,6191.85,6005.93,5933.33,5707.41,5673.33,5697.78,5954.81,7205.19,7897.04,7940.0,8097.04,7825.93,7296.3,6785.19
358,A,2004,12,24,6372.59,6188.89,6168.15,6282.22,6415.56,6969.63,7643.7,8757.04,9700.0,9573.33,9383.7,9068.15,8810.37,8631.11,8437.04,8593.33,8941.48,9437.04,9536.3,9568.89,9732.59,9860.74,9595.56,9205.93
359,A,2004,12,25,8754.81,8625.19,8580.0,8708.89,8899.26,9388.15,10083.7,11151.85,11378.52,10595.56,9765.19,9250.37,8519.26,8089.63,7557.78,7332.59,7705.93,8921.48,9457.04,9688.15,9951.85,9864.44,9625.93,9002.22
360,A,2004,12,26,8691.85,8619.26,8564.44,8645.93,8647.41,8787.41,9102.22,9922.22,10789.63,11085.93,10698.52,9753.33,9165.19,8544.44,8640.0,8694.81,9060.0,9783.7,9856.3,9781.48,9637.78,8958.52,8330.37,7561.48
361,A,2004,12,27,7093.33,6939.26,7054.81,7237.04,7671.11,8300.0,8777.04,9697.04,9598.52,9408.15,8845.93,8414.07,8008.89,7485.19,7282.22,7371.11,8156.3,9845.19,10548.15,10520.74,10354.07,9834.81,8963.7,8262.22
362,A,2004,12,28,7949.63,8030.37,8206.67,8612.59,9238.52,9844.44,10770.37,11305.19,10881.48,9790.37,9025.19,8416.3,7841.48,7262.22,7000.0,7274.07,8146.67,9538.52,9779.26,9850.37,9445.19,8747.41,7694.07,6855.56
363,A,2004,12,29,6342.22,6149.63,6066.67,6208.89,6507.41,7105.19,7837.78,8360.0,8601.48,8229.63,7395.56,6721.48,6177.78,5557.04,5293.33,5311.85,5834.81,7265.19,7789.63,7771.11,7385.93,6813.33,6081.48,5297.78
364,A,2004,12,30,4885.93,4854.81,4971.11,5203.7,5700.0,6219.26,6849.63,7322.96,7529.63,7462.22,7058.52,6306.67,5711.11,5362.96,5440.0,5707.41,6314.07,7291.85,7600.74,7425.93,7165.93,6654.81,6054.07,5387.41
365,A,2004,12,31,5014.07,4834.81,4772.59,4855.56,5107.41,5551.11,6051.85,6720.0,7281.48,7557.78,7038.52,6539.26,5940.74,5478.52,5263.7,5277.04,5653.33,6998.52,7275.56,6785.19,6219.26,5792.59,5442.22,5093.33
366,A,2005,1,1,4800.0,4588.15,4402.96,4402.96,4585.93,4827.41,5183.7,5679.26,6233.33,6192.59,6148.15,5825.19,5490.37,5080.0,4760.0,4665.19,4942.96,6162.22,6045.93,5299.26,5105.19,4798.52,4188.15,3731.11
367,A,2005,1,2,3420.74,3260.0,3325.93,3371.85,3417.04,3593.33,3950.37,4725.93,5538.52,6108.89,5974.81,5967.41,5920.74,5860.0,5682.96,5554.81,5903.7,7234.81,8044.44,7920.74,7520.0,6617.04,5677.04,4950.37
368,A,2005,1,3,4514.81,4351.85,4278.52,4445.19,4871.85,5637.04,6848.15,6814.81,6143.7,5640.0,4986.67,4701.48,4473.33,4145.19,4025.19,4048.15,4791.85,6003.7,6551.85,6626.67,6188.89,5340.74,4335.56,3605.93
369,A,2005,1,4,3063.7,2907.41,2838.52,2879.26,3305.19,3948.15,5133.33,5190.37,4577.78,4437.04,4191.85,3978.52,3877.78,3770.37,3657.78,3818.52,4350.37,5654.81,6280.0,6379.26,6009.63,5342.22,4429.63,3637.78
370,A,2005,1,5,3199.26,3060.0,3078.52,3213.33,3615.56,4407.41,5636.3,5697.78,5283.7,5258.52,5230.37,5228.89,5271.11,5084.44,5082.96,5448.15,6190.37,7333.33,7501.48,7385.93,6951.85,6356.3,5478.52,4810.37
371,A,2005,1,6,4427.41,4274.81,4273.33,4333.33,4780.0,5580.0,6693.33,6646.67,6072.59,6018.52,5942.96,5782.22,5863.7,5658.52,5579.26,5565.93,6279.26,7168.89,7612.59,7551.85,7214.81,6508.89,5694.81,4948.15
372,A,2005,1,7,4522.22,4443.7,4471.85,4602.22,5066.67,5904.44,7070.37,7217.04,6771.11,6342.96,5979.26,5500.0,5226.67,5142.96,5362.22,5657.04,6362.96,7270.37,7478.52,7292.59,6908.89,6356.3,5847.41,5310.37
373,A,2005,1,8,4960.74,4673.33,4676.3,4640.0,4798.52,5072.59,5469.63,6261.48,7077.04,7585.93,7498.52,6940.74,6260.0,5590.37,5254.81,5153.33,5644.44,6665.19,7168.89,7026.67,6900.0,6608.15,6100.74,5650.37
374,A,2005,1,9,5344.44,5257.04,5328.15,5524.44,5766.67,6188.15,6723.7,7957.04,8706.67,8881.48,8385.19,7959.26,7550.37,7365.19,7269.63,7214.81,7468.15,8165.19,8766.67,8793.33,8631.11,7941.48,7088.89,6502.96
375,A,2005,1,10,6105.19,6111.85,6174.81,6452.59,6937.04,7844.44,9025.19,8878.52,8028.89,7105.19,6202.22,5573.33,5170.37,4686.67,4532.59,4692.59,5422.96,6791.11,7533.33,7522.96,7275.56,6669.63,5703.7,5088.89
376,A,2005,1,11,4693.33,4640.0,4678.52,4786.67,5252.59,5991.85,7237.78,7229.63,6776.3,6387.41,5952.59,5725.93,5713.33,5431.11,5191.85,5385.19,5851.11,6968.15,7591.85,7456.3,7125.19,6340.74,5295.56,4698.52
377,A,2005,1,12,4382.22,4348.15,4476.3,4668.15,5181.48,5926.67,7091.11,6931.11,6309.63,6022.22,5720.0,5542.96,5194.07,4916.3,4727.41,4668.89,5246.67,6517.04,7446.67,7385.19,7083.7,6535.56,5626.67,4842.96
378,A,2005,1,13,4401.48,4262.96,4214.07,4297.78,4833.33,5468.15,6589.63,6342.96,5691.11,5230.37,4812.59,4605.93,4214.07,3999.26,3840.74,3820.74,4280.74,5403.7,6154.07,6202.96,5848.15,5088.15,4240.74,3451.85
379,A,2005,1,14,3018.52,2820.74,2777.78,2802.22,3094.07,3718.52,4640.74,5091.11,5200.0,5587.41,5681.48,5745.93,5754.07,5682.96,5750.37,5873.33,6435.56,7377.04,7825.19,7665.93,7574.07,7231.85,6738.52,6294.07
380,A,2005,1,15,5958.52,5902.22,5991.85,6065.19,6291.85,6677.78,7234.81,8205.19,8963.7,9014.81,8818.52,8171.11,7742.96,7262.22,6677.78,6592.59,7320.74,8368.15,8941.48,8657.04,8546.67,8194.81,7661.48,7050.37
381,A,2005,1,16,6734.81,6576.3,6581.48,6631.11,6768.15,7108.15,7537.04,8470.37,9314.81,9422.96,8874.81,8082.96,7725.93,7503.7,7227.41,7316.3,7501.48,8422.22,9112.59,8945.93,8634.81,8041.48,7456.3,6886.67
382,A,2005,1,17,6639.26,6831.85,7086.67,7481.48,7947.41,8964.44,9495.56,10012.59,10106.67,9798.52,9463.7,8911.11,8551.85,8174.81,8110.37,8288.89,9136.3,10749.63,11421.48,11437.78,11120.74,11986.67,10254.81,9623.7
383,A,2005,1,18,9286.67,9315.56,9740.74,10057.78,10628.15,11670.37,12740.0,12217.04,11880.0,10691.11,9779.26,9171.11,8651.85,8140.0,7757.04,7931.11,8622.96,10084.44,10700.74,11632.59,11717.78,10958.52,10383.7,9628.15
384,A,2005,1,19,9451.11,9403.7,9444.44,9499.26,9943.7,10559.26,11617.78,11072.59,11187.41,10502.22,10578.52,10634.07,10536.3,10191.11,9424.44,9307.41,9842.22,10751.85,11220.0,11088.89,10302.96,9568.15,8531.85,7742.22
385,A,2005,1,20,7251.11,7154.81,7100.0,7247.41,7624.44,8479.26,9658.52,9814.07,8997.04,8225.93,7560.0,6891.85,6863.7,6744.44,6628.89,6782.96,7598.52,8391.85,9017.04,9110.37,8767.41,8105.93,7420.0,6882.22
386,A,2005,1,21,6574.07,6644.44,6799.26,7067.41,7511.85,8138.52,8860.0,9345.93,9166.67,8623.7,8088.15,7571.85,7111.11,6797.04,6689.63,6667.41,7336.3,8571.85,9688.89,9854.81,9914.07,9728.89,9328.89,9008.89
387,A,2005,1,22,8881.48,8846.67,8937.78,8758.52,8822.22,9042.96,9573.33,10449.63,11282.96,11643.7,11832.59,11827.41,11814.81,11616.3,11196.3,10587.41,10361.48,10988.89,11522.96,10995.56,10760.0,10213.33,9669.63,9157.04
388,A,2005,1,23,8726.67,8769.63,8919.26,9639.26,10144.44,10800.74,11579.26,12456.3,13281.48,13169.63,12532.59,12141.48,11333.33,10641.48,10067.41,9831.85,10276.3,11651.85,12295.56,12126.67,11826.67,11017.78,10243.7,9716.3
389,A,2005,1,24,9450.37,9680.0,10031.85,10386.67,11180.0,11865.19,12534.81,12528.89,11909.63,11560.74,11582.96,10434.81,9923.7,9640.0,9599.26,9685.93,9724.44,10386.67,10960.0,10855.56,10370.37,9532.59,8590.37,7968.15
390,A,2005,1,25,7560.0,7440.74,7705.93,8010.37,8582.22,9085.93,9683.7,9977.04,9796.3,8933.33,8107.41,7803.7,7477.04,7052.59,6732.59,7020.0,7720.0,8671.85,9310.37,9311.11,8779.26,8156.3,7318.52,6723.7
391,A,2005,1,26,6435.56,6338.52,6379.26,6622.22,7194.81,8034.81,9114.81,8856.3,8333.33,7860.74,7470.37,6772.59,5819.26,5262.96,5145.93,5400.74,6015.56,7152.59,7980.0,8158.52,7766.67,7324.44,6465.93,5989.63
392,A,2005,1,27,5849.63,5931.11,6125.19,6555.56,7371.11,8649.63,10361.48,10474.07,9669.63,9170.37,8507.41,7939.26,7558.52,7140.0,6960.0,6994.07,7815.56,9286.67,10561.48,10838.52,11045.93,10362.22,9670.37,9101.48
393,A,2005,1,28,8805.19,9010.37,9348.15,9748.89,10248.15,11056.3,12608.15,12214.07,11847.41,10396.3,9318.52,8440.74,7788.89,7274.07,7009.63,7003.7,7905.19,9165.19,9954.81,10116.3,10102.22,9775.56,9371.85,8848.89
394,A,2005,1,29,8771.11,8821.48,9130.37,9348.15,9836.3,10589.63,11327.41,12398.52,12376.3,11333.33,9941.48,9038.52,8703.7,8160.74,8191.11,8566.67,9271.85,9889.63,10428.89,10155.56,9814.07,9191.85,8390.37,7880.74
395,A,2005,1,30,7493.33,7228.89,7142.22,7113.33,7079.26,7251.85,7640.74,8426.67,9146.67,9623.7,9602.96,9215.56,8697.78,8657.78,8020.74,7968.15,8202.96,9059.26,9767.41,9721.48,9268.15,8479.26,7608.15,6997.78
396,A,2005,1,31,6708.15,6675.56,6811.11,7059.26,7671.85,8277.78,9252.59,9905.93,9299.26,8037.04,7305.93,6691.85,6305.93,5971.11,5725.93,5719.26,6289.63,7750.37,9042.96,9361.48,9209.63,8592.59,7841.48,7336.3
397,A,2005,2,1,7125.93,7114.07,7328.15,7665.19,8347.41,9186.67,10243.7,9783.7,9664.44,8136.3,6965.19,6428.15,5961.48,5522.96,5307.41,5423.7,6023.7,7418.52,8705.93,9071.85,8988.89,8651.85,7965.93,7577.78
398,A,2005,2,2,7464.44,7590.37,7817.78,8258.52,8992.59,10071.85,11380.0,10868.89,10340.0,8570.37,7330.37,6591.85,6040.74,5521.48,5340.0,5441.48,6402.96,7756.3,8543.7,8716.3,8377.78,7876.3,6954.81,6337.04
399,A,2005,2,3,6016.3,5971.85,6018.52,6157.78,6654.81,7425.93,8717.04,8473.33,7888.15,7610.37,7542.22,7720.74,7706.67,7470.37,7243.7,7514.81,8126.67,9060.0,9785.93,9832.59,9284.44,8470.37,7611.11,6942.96
400,A,2005,2,4,6559.26,6379.26,6385.19,6571.85,6981.48,7594.07,8168.89,8614.81,8728.89,7665.19,6807.41,6125.93,5771.85,5372.59,5148.15,5017.78,5449.63,6346.67,7468.89,7465.19,7389.63,6988.15,6569.63,6105.19
401,A,2005,2,5,5760.0,5648.15,5626.67,5689.63,5839.26,6125.19,6661.48,7545.19,7858.52,7421.48,6937.04,6344.44,5786.67,5431.85,5093.33,4986.67,5277.04,5912.59,6823.7,7010.37,7018.52,6781.48,6548.15,6230.37
402,A,2005,2,6,5974.81,5985.19,6123.7,6342.96,6547.41,6974.07,7594.81,8840.0,9201.48,8313.33,7316.3,6514.81,6002.22,5674.81,5368.15,5222.22,5640.0,6493.33,7197.04,7133.33,7017.78,6531.11,6107.41,5477.78
403,A,2005,2,7,5050.37,5005.93,5114.81,5408.89,6125.19,7197.04,8593.33,8665.93,7585.93,6554.07,5729.63,5345.93,4914.07,4475.56,4244.44,4140.74,4632.59,5626.67,7059.26,7239.26,6874.07,6190.37,5354.81,4742.22
404,A,2005,2,8,4462.22,4420.74,4557.04,4740.0,5265.19,6029.63,7387.41,7338.52,6610.37,6072.59,5358.52,4717.78,4280.74,4037.04,3992.59,4033.33,4462.22,5508.89,6493.33,6638.52,6200.0,5688.89,4833.33,4216.3
405,A,2005,2,9,3976.3,3910.37,4013.33,4271.11,4784.44,5543.7,6874.07,6883.7,5938.52,5338.52,5028.15,4756.3,4587.41,4293.33,4106.67,4017.04,4475.56,5506.67,6565.93,6505.19,6169.63,5565.19,4731.11,4094.81
406,A,2005,2,10,3708.89,3641.48,3672.59,3877.04,4345.93,5225.19,6662.96,6831.85,6200.74,5806.67,5571.85,5334.07,5399.26,5551.11,5605.93,6155.56,6904.44,7951.85,9097.78,9233.33,9079.26,8426.67,7620.74,6979.26
407,A,2005,2,11,6772.59,6842.22,6865.93,7125.19,7591.85,8563.7,9885.19,9690.37,8665.93,8097.78,7671.85,7026.67,6557.04,6044.44,5890.37,5962.96,6388.89,7320.0,8525.19,8582.22,8428.89,8140.74,7572.59,7014.07
408,A,2005,2,12,6662.96,6548.15,6507.41,6588.15,6768.89,7054.81,7734.07,8730.37,8825.93,7990.37,7164.44,6493.33,6127.41,5811.11,5434.07,5231.11,5437.04,6023.7,6864.44,6871.85,6806.67,6591.85,6273.33,5925.19
409,A,2005,2,13,5715.56,5673.33,5857.78,6040.74,6289.63,6641.48,7341.48,8319.26,9101.48,8665.93,7521.48,6883.7,6285.19,5951.11,5831.11,6081.48,6458.52,7144.44,7845.93,7825.93,7434.07,6691.11,5857.04,5220.74
410,A,2005,2,14,4841.48,4893.33,4987.41,5242.96,5839.26,6701.48,7957.78,8048.89,7657.04,7542.22,7403.7,7056.3,6946.67,6640.74,6631.11,6752.59,7154.81,7805.19,8233.33,8115.56,7851.85,7129.63,6237.04,5486.67
411,A,2005,2,15,5123.7,5045.93,5188.15,5521.48,6036.3,6937.04,8180.74,8087.41,7130.37,6652.59,5989.63,5299.26,4805.19,4275.56,4131.11,4124.44,4756.3,5484.44,6770.37,6898.52,6560.0,5877.78,4948.89,4336.3
412,A,2005,2,16,4011.85,3968.89,4033.33,4189.63,4668.89,5442.22,6913.33,6935.56,5731.85,5082.96,4743.7,4591.85,4309.63,4476.3,4478.52,4418.52,4981.48,6015.56,7310.37,7556.3,7454.07,6757.04,6026.67,5377.04
413,A,2005,2,17,5082.22,5031.85,5093.33,5348.15,5892.59,6784.44,8286.67,8198.52,7067.41,6411.85,6050.37,5648.15,5401.48,5027.41,4914.81,5035.56,5713.33,6943.7,8425.93,8741.48,8548.15,7885.19,7005.93,6237.04
414,A,2005,2,18,5831.11,5743.7,5922.22,6212.59,6762.96,7685.19,9077.78,9173.33,8228.15,7757.04,7326.67,7072.59,6947.41,6614.07,6394.81,6257.78,6819.26,7738.52,9041.48,9165.19,8983.7,8697.78,8256.3,7928.89
415,A,2005,2,19,7690.37,7842.22,8093.33,8390.37,8888.89,9515.56,10371.85,11528.15,10964.44,9820.74,8814.07,8071.11,7397.78,6682.96,6202.96,6010.37,6188.15,6888.89,8085.19,8391.85,8362.96,8140.74,7698.52,7402.22
416,A,2005,2,20,6998.52,6703.7,6543.7,6540.0,6650.37,6847.41,7302.22,8330.37,8829.63,8872.59,8037.04,7665.93,7260.0,7105.19,7002.22,6927.41,7226.67,7943.7,8596.3,8497.04,8053.33,7276.3,6585.93,5920.74
417,A,2005,2,21,5540.74,5492.59,5476.3,5557.78,5839.26,6460.0,7564.44,7703.7,7333.33,7093.33,6458.52,6040.74,5553.33,5165.19,4997.04,5185.93,5683.7,6506.67,7373.33,7066.67,6507.41,5792.59,4965.19,4397.04
418,A,2005,2,22,4009.63,3956.3,4061.48,4333.33,4832.59,5618.52,7016.3,6934.81,6026.67,5405.19,5097.04,4912.59,4617.78,4281.48,4096.3,4195.56,4701.48,5555.56,7009.63,7306.67,6849.63,6162.22,5324.44,4658.52
419,A,2005,2,23,4421.48,4437.78,4491.85,4742.22,5177.78,6046.67,7473.33,7251.85,6298.52,5737.78,5402.96,5011.85,4812.59,4421.48,4220.74,4277.04,4762.22,5819.26,7221.48,7517.04,7539.26,7044.44,6285.19,5642.96
420,A,2005,2,24,5324.44,5239.26,5334.07,5634.07,6154.07,6905.19,7611.11,7941.48,8146.67,8258.52,8339.26,8268.15,8158.52,7904.44,7762.96,7942.96,8487.41,9170.37,9714.81,9804.44,9167.41,8394.07,7588.89,7009.63
421,A,2005,2,25,6695.56,6574.07,6658.52,6914.81,7281.48,7918.52,8388.15,8894.81,8761.48,8154.07,7448.89,6874.07,6428.15,6091.11,5796.3,5750.37,6217.04,7245.19,8359.26,8574.81,8423.7,8053.33,7667.41,7283.7
422,A,2005,2,26,7008.15,7156.3,7318.52,7572.59,7753.33,8377.04,9069.63,9940.0,9587.41,8643.7,7766.67,6973.33,6725.93,6385.19,6275.56,6208.15,6422.22,6823.7,7774.81,7811.85,7584.44,7365.19,6948.89,6533.33
423,A,2005,2,27,6318.52,6249.63,6304.44,6478.52,6688.15,7052.59,7734.07,8689.63,8972.59,8671.85,7882.96,7225.19,6709.63,6597.78,6323.7,6364.44,6808.89,7535.56,8420.74,8703.7,8292.59,7663.7,6962.96,6306.67
424,A,2005,2,28,5979.26,5840.0,5863.7,6088.89,6518.52,7196.3,7704.44,8140.0,8286.67,8391.85,8302.96,8327.41,8472.59,8513.33,8272.59,8288.89,8564.44,9249.63,9943.7,9725.19,9022.96,8241.48,7462.96,6628.89
425,A,2005,3,1,6316.3,6302.22,6356.3,6480.0,6869.63,7382.96,7746.67,7759.26,7288.15,8058.52,6914.81,6342.96,6128.15,5945.19,5861.48,5991.85,6721.48,7773.33,9022.96,9397.78,8891.11,8322.96,7471.11,6751.85
426,A,2005,3,2,6354.81,6375.56,6470.37,6723.7,7208.89,8162.96,9351.11,8677.78,8186.67,7454.81,6813.33,6474.07,6182.22,5951.11,5839.26,6074.81,7054.81,8256.3,9471.11,9974.07,9690.37,8953.33,8122.22,7472.59
427,A,2005,3,3,7320.0,7317.04,7345.19,7570.37,8088.15,8917.04,9759.26,9109.63,9126.67,7547.41,6888.89,6454.81,6129.63,5740.0,5569.63,5551.85,6014.07,7031.85,8507.41,9124.44,9006.67,8452.59,7698.52,7240.0
428,A,2005,3,4,7011.85,7172.59,7368.89,7722.22,8557.78,9587.41,10731.11,10225.93,9662.22,7704.44,6608.15,6051.85,5671.11,5188.15,4911.85,5022.22,5774.07,6561.48,7442.22,7401.48,7345.19,6951.11,6417.04,5982.96
429,A,2005,3,5,5686.67,5657.04,5658.52,5763.7,5859.26,6198.52,6781.48,7771.11,8300.74,8420.74,8067.41,7753.33,7525.19,7186.67,6685.19,6408.15,6336.3,6787.41,7825.93,8062.96,8050.37,7904.44,7569.63,6983.7
430,A,2005,3,6,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
431,A,2005,3,7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
432,A,2005,3,8,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
433,A,2005,3,9,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
434,A,2005,3,10,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
435,A,2005,3,11,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
436,A,2005,3,12,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
437,A,2005,3,13,5421.48,5230.37,5141.48,5281.48,5324.44,5535.56,6117.78,7152.59,8038.52,8144.44,7305.93,6482.22,5797.04,5357.04,5003.7,4940.0,5437.78,6178.52,7058.52,7537.04,7204.44,6582.22,5624.44,5043.7
438,A,2005,3,14,4754.07,4739.26,4960.74,5244.44,5807.41,6752.59,8217.78,7949.63,6708.15,6095.56,5622.22,5352.59,5074.07,4760.0,4531.11,4412.59,4780.0,5502.96,6922.96,7723.7,7830.37,7176.3,6379.26,5833.33
439,A,2005,3,15,5670.37,5741.48,6000.0,6281.48,6998.52,7991.85,9360.0,8633.33,6989.63,6194.81,5705.19,5307.41,5011.85,4588.15,4363.7,4335.56,4660.0,5390.37,6778.52,7669.63,7430.37,6994.07,6334.07,5670.37
440,A,2005,3,16,5388.89,5277.04,5431.85,5714.07,6262.96,7072.59,8393.33,8203.7,7040.0,6225.19,5593.33,5294.07,5100.74,4951.11,5019.26,5365.19,6092.59,6764.44,7649.63,7918.52,7625.19,6942.96,6058.52,5293.33
441,A,2005,3,17,4988.89,4924.44,4961.48,5168.15,5631.85,6421.48,7703.7,7590.37,6666.67,6336.3,6092.59,5968.89,5618.52,5030.37,4605.19,4768.15,5266.67,6111.11,7202.96,7978.52,7833.33,7300.0,6624.44,6088.89
442,A,2005,3,18,5955.56,6079.26,6328.89,6589.63,7242.96,8122.22,9582.96,8871.11,7241.48,6015.56,5198.52,4753.33,4337.78,4128.89,3928.15,3926.67,4206.67,4771.85,5740.0,6171.85,5995.56,5842.96,5385.19,4948.15
443,A,2005,3,19,4751.85,4831.11,5025.19,5196.3,5583.7,6085.19,7061.48,7468.89,7202.96,6590.37,5952.59,5381.48,4832.59,4620.0,4437.04,4415.56,4621.48,5098.52,5826.67,6080.74,5885.93,5255.56,4709.63,4208.15
444,A,2005,3,20,3879.26,3688.89,3725.19,3895.56,4080.74,4532.59,5240.74,6259.26,6930.37,6959.26,6305.93,5547.41,5228.15,4910.37,4765.93,4622.22,4851.85,5316.3,6316.3,6957.04,6928.89,6145.93,5268.89,4709.63
445,A,2005,3,21,4368.89,4451.85,4591.11,4880.0,5500.0,6545.19,7778.52,7399.26,6338.52,5646.67,4993.33,4602.22,4374.81,4268.89,4001.48,4013.33,4388.15,5048.15,6468.15,7394.07,7129.63,6547.41,5756.3,5126.67
446,A,2005,3,22,4952.59,4993.33,5257.04,5642.96,6395.56,7432.59,8848.15,8170.37,6594.81,5598.52,5043.7,4699.26,4350.37,3925.93,3680.74,3751.11,4240.74,4883.7,6037.78,6809.63,6413.33,5733.33,4894.07,4045.19
447,A,2005,3,23,3690.37,3674.81,3713.33,3998.52,4451.85,5174.07,6539.26,6604.44,6025.93,5997.78,5944.44,5754.07,5711.11,5516.3,5094.81,5220.74,5906.67,6658.52,7253.33,7416.3,7024.44,6356.3,5623.7,4862.96
448,A,2005,3,24,4588.15,4538.52,4571.11,4725.19,5177.78,5883.7,7145.93,7020.0,6468.89,6094.81,5332.59,4849.63,4629.63,4475.56,4629.63,4928.15,5366.67,5971.11,6689.63,7160.0,6880.0,6254.81,5568.15,4920.74
449,A,2005,3,25,4437.78,4278.52,4348.15,4484.44,4819.26,5380.74,6071.11,6442.22,6401.48,6428.15,6308.15,6127.41,5914.81,5617.78,5463.7,5596.3,5993.33,6297.78,6863.7,6996.3,6813.33,6385.19,5730.37,5117.04
450,A,2005,3,26,4713.33,4445.93,4412.59,4433.33,4525.19,4822.96,5494.81,6357.04,6927.41,7297.78,7149.63,6801.48,6504.44,6437.78,6251.85,6383.7,6506.67,6724.44,7185.19,7374.81,6985.93,6460.0,5819.26,5194.81
451,A,2005,3,27,4691.11,4363.7,4354.07,4305.19,4489.63,4792.59,5324.44,6407.41,7381.48,7754.81,7450.37,7188.89,7005.93,6768.89,6606.67,6348.15,6506.67,6807.41,7122.22,7276.3,6996.3,6304.44,5606.67,4951.11
452,A,2005,3,28,4496.3,4408.89,4376.3,4455.56,4865.19,5397.04,5925.19,6334.07,6537.78,6694.07,6916.3,6732.59,6547.41,6302.22,6127.41,5952.59,5914.81,6431.85,7014.81,7377.04,6990.37,6248.89,5494.07,4777.78
453,A,2005,3,29,4357.78,4139.26,4056.3,4145.19,4477.78,4944.44,5542.96,5634.81,5257.04,4997.04,4737.04,4364.44,4165.19,3981.48,3803.7,3778.52,3903.7,4413.33,5395.56,6471.85,6062.96,5366.67,4537.04,3804.44
454,A,2005,3,30,3412.59,3418.52,3556.3,3851.11,4545.19,5409.63,6709.63,6128.15,5143.7,4588.15,4262.96,4033.33,3782.22,3588.89,3494.07,3477.78,3770.37,4266.67,5028.15,6128.15,5941.48,5184.44,4346.67,3542.22
455,A,2005,3,31,3197.04,3209.63,3262.22,3442.96,3887.41,4674.81,5900.74,5811.11,5433.33,5222.22,5056.3,4812.59,4660.0,4511.85,4384.44,4354.07,4838.52,5350.37,6084.44,6654.81,6285.19,5581.48,4739.26,4068.15
456,A,2005,4,1,3760.0,3691.11,3759.26,4001.48,4559.26,5233.33,6466.67,6001.48,5042.22,4477.78,4143.7,3932.59,3734.81,3597.04,3557.04,3615.56,4118.52,4839.26,5513.33,5694.81,5457.78,5108.89,4532.59,3957.04
