station_id,year,month,day,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23,h24
5,2004,8,30,74,72,73,73,71,73,75,76,77,78,77,76,79,83,84,83,81,78,78,76,77,78,78,78
5,2004,8,31,76,76,76,76,75,74,74,75,76,77,80,81,82,82,83,82,82,80,80,77,74,73,71,68
5,2004,9,1,67,67,67,66,65,63,63,67,72,75,78,80,80,82,81,82,82,81,78,73,69,71,68,69
5,2004,9,2,65,66,65,64,64,64,66,70,73,75,77,80,80,79,80,79,78,76,74,71,70,69,68,68
5,2004,9,3,67,65,65,65,63,64,62,68,73,76,76,78,79,80,80,80,80,77,74,73,71,70,69,70
5,2004,9,4,69,68,68,68,67,68,68,70,73,76,78,79,78,79,79,80,80,80,77,72,71,69,67,66
5,2004,9,5,66,65,63,65,65,64,68,72,74,75,75,76,76,76,75,75,73,73,71,71,70,69,68,67
5,2004,9,6,68,67,67,68,68,68,69,71,72,74,75,76,75,76,77,76,75,75,73,72,71,69,69,68
5,2004,9,7,68,68,69,69,68,69,68,70,72,76,77,79,80,82,82,82,80,78,76,74,74,74,74,74
5,2004,9,8,75,75,74,74,73,74,73,73,76,79,81,81,80,81,80,80,79,79,77,77,77,77,78,78
5,2004,9,9,77,78,78,78,78,78,78,78,79,80,81,83,84,83,81,82,82,79,78,76,75,73,71,69
5,2004,9,10,69,69,67,66,66,66,66,69,73,75,77,78,80,82,82,82,83,82,79,74,71,69,69,69
5,2004,9,11,68,67,67,66,68,66,67,70,72,73,74,74,74,76,74,74,74,72,71,68,67,65,65,63
5,2004,9,12,62,61,60,59,59,59,58,62,69,73,74,76,77,78,78,78,78,76,71,68,66,65,63,65
5,2004,9,13,63,62,61,62,61,61,61,64,71,75,78,79,82,82,83,83,82,79,75,73,70,69,67,67
5,2004,9,14,66,66,65,65,65,64,65,69,71,75,76,77,77,75,75,74,74,73,71,71,70,69,69,69
5,2004,9,15,69,69,69,69,69,69,69,69,69,69,69,69,69,70,70,72,74,72,72,71,71,70,70,70
5,2004,9,16,70,69,69,69,68,68,67,68,69,72,74,78,78,78,80,81,79,76,73,71,72,71,71,71
5,2004,9,17,71,71,71,70,69,69,71,71,74,76,78,81,78,80,81,80,80,79,78,78,78,78,79,79
5,2004,9,18,79,78,78,77,76,74,74,74,75,77,78,76,74,70,68,67,64,65,64,63,62,62,62,63
5,2004,9,19,61,60,58,57,57,56,55,56,57,59,60,62,63,65,67,67,67,67,64,60,58,56,58,58
5,2004,9,20,58,58,58,57,56,55,55,56,60,62,64,66,66,67,69,70,70,69,64,59,58,54,55,54
5,2004,9,21,53,54,51,51,51,50,53,56,62,67,72,76,76,78,80,80,80,79,75,72,70,66,64,61
5,2004,9,22,61,60,60,58,58,58,59,62,69,74,78,80,83,84,85,85,85,83,77,70,69,69,70,67
5,2004,9,23,66,65,63,64,64,64,65,68,71,76,79,81,83,83,83,83,80,76,72,69,67,65,65,63
5,2004,9,24,62,62,62,61,60,60,58,62,70,73,74,75,75,76,75,75,74,71,68,64,62,62,62,60
5,2004,9,25,59,57,57,56,56,55,54,58,64,70,71,73,74,76,76,75,73,71,67,65,65,64,64,62
5,2004,9,26,61,58,60,58,58,58,58,60,65,70,73,75,76,77,77,77,76,73,70,69,66,65,65,65
5,2004,9,27,67,66,64,63,62,61,60,62,69,73,74,74,76,74,74,73,73,73,72,71,71,71,71,73
5,2004,9,28,73,73,73,73,73,73,73,73,75,76,79,81,80,77,78,79,78,76,74,73,73,73,73,71
5,2004,9,29,70,68,67,65,65,65,65,65,65,67,68,69,71,71,71,71,69,69,68,66,66,64,64,63
5,2004,9,30,64,63,64,64,64,64,63,64,66,67,68,65,69,72,74,74,74,72,70,65,64,62,63,61
5,2004,10,1,60,58,57,56,55,54,53,55,63,68,70,73,74,74,75,74,73,69,65,62,62,60,60,59
5,2004,10,2,60,62,62,63,64,62,63,65,68,70,69,68,69,72,71,73,73,72,71,71,70,69,69,69
5,2004,10,3,69,68,68,66,64,64,61,60,61,61,62,64,64,65,67,67,66,65,60,58,58,56,56,56
5,2004,10,4,54,54,53,54,53,54,52,55,60,64,65,69,70,72,74,73,73,71,67,65,64,63,62,61
5,2004,10,5,61,62,58,58,56,55,53,55,57,59,60,61,62,63,62,63,62,60,55,52,48,47,47,45
5,2004,10,6,45,43,44,46,43,43,43,46,54,59,61,62,64,64,65,66,65,64,57,53,51,48,47,46
5,2004,10,7,46,46,45,45,44,44,45,47,56,62,67,69,73,73,74,76,76,72,65,60,58,56,56,57
5,2004,10,8,55,53,52,51,50,49,51,51,59,67,72,74,76,76,77,75,74,70,64,62,60,59,56,57
5,2004,10,9,54,54,53,52,54,52,51,52,57,62,68,71,72,74,74,72,72,69,66,63,61,62,60,60
5,2004,10,10,60,59,61,60,58,60,58,60,63,65,67,69,72,72,71,71,70,67,63,61,58,56,55,55
5,2004,10,11,55,54,53,51,50,49,49,49,53,56,57,58,59,60,62,62,62,60,51,51,49,49,48,48
5,2004,10,12,46,45,44,44,43,42,42,42,46,51,53,56,57,60,62,64,64,62,58,54,51,51,48,48
5,2004,10,13,46,44,45,44,43,42,41,45,51,60,61,61,61,62,62,62,60,60,56,55,54,55,56,57
5,2004,10,14,59,58,60,60,60,60,60,59,58,58,58,59,59,60,60,61,62,61,60,60,58,57,56,54
5,2004,10,15,55,56,56,56,56,58,58,58,61,64,66,68,66,63,61,62,62,63,62,61,61,58,55,53
5,2004,10,16,53,51,49,47,50,49,48,50,54,55,60,62,64,62,60,62,62,62,58,51,50,49,48,46
5,2004,10,17,42,41,40,41,40,46,44,44,49,55,58,59,60,60,60,62,60,58,54,49,45,45,43,42
5,2004,10,18,40,39,38,38,37,36,35,36,46,55,58,62,63,63,63,64,63,60,58,58,58,57,60,62
5,2004,10,19,63,65,64,63,63,64,63,63,66,67,67,66,66,65,60,60,60,59,59,58,59,59,59,58
5,2004,10,20,58,58,58,58,58,58,58,57,58,58,58,57,57,57,58,58,58,57,56,56,56,56,56,56
5,2004,10,21,55,55,55,56,56,54,55,54,54,54,55,56,56,56,56,57,56,56,55,55,55,54,54,54
5,2004,10,22,54,53,53,53,53,53,53,53,53,53,54,56,57,57,57,57,56,54,53,53,53,53,53,53
5,2004,10,23,53,52,50,49,48,47,48,48,51,53,54,56,58,58,58,59,57,54,52,51,49,50,51,51
5,2004,10,24,51,51,51,51,50,51,49,49,51,53,53,53,53,53,53,53,54,53,52,51,48,47,46,46
5,2004,10,25,47,47,48,47,47,47,48,47,51,55,57,58,59,58,59,58,58,58,56,54,55,55,55,55
5,2004,10,26,54,54,53,52,51,50,49,49,54,58,61,61,60,60,59,59,58,58,58,56,55,53,51,50
5,2004,10,27,48,47,47,46,47,47,47,48,51,55,59,60,63,64,63,64,62,59,56,51,51,49,48,47
5,2004,10,28,47,47,48,49,49,50,50,50,53,57,59,60,61,62,60,60,58,56,52,51,51,48,48,46
5,2004,10,29,47,47,48,49,49,49,50,51,53,55,56,59,60,61,61,61,60,60,59,58,58,57,56,56
5,2004,10,30,57,57,58,58,58,59,59,60,60,62,62,64,65,65,66,68,67,65,64,64,64,67,70,70
5,2004,10,31,69,68,67,66,65,65,63,64,65,67,71,74,76,79,77,76,74,71,70,69,68,66,63,62
5,2004,11,1,62,58,62,60,58,58,55,54,58,62,63,65,67,67,68,70,69,67,61,59,56,55,53,51
5,2004,11,2,51,55,56,56,54,54,55,55,59,64,67,69,71,72,72,72,70,67,64,63,65,65,67,70
5,2004,11,3,71,70,71,70,71,72,72,69,65,62,63,63,63,64,63,63,60,58,55,54,53,53,52,50
5,2004,11,4,49,48,47,44,47,46,46,47,49,52,52,53,54,54,53,53,53,55,57,61,56,56,56,55
5,2004,11,5,53,53,53,53,53,53,52,51,52,54,55,56,58,58,58,59,58,55,52,50,49,48,47,47
5,2004,11,6,45,45,40,38,40,38,38,39,47,53,57,61,63,63,63,62,61,56,53,52,51,51,51,54
5,2004,11,7,54,51,52,50,50,47,45,46,52,58,64,68,72,74,74,73,71,65,61,57,58,60,60,60
5,2004,11,8,60,59,58,59,59,56,53,52,53,54,54,56,56,55,54,52,52,50,46,42,39,38,39,40
5,2004,11,9,39,40,37,37,36,35,37,38,41,45,46,48,48,48,48,48,47,43,41,40,39,38,36,33
5,2004,11,10,33,33,31,31,30,29,30,29,34,42,46,47,49,50,50,51,50,44,43,42,40,38,38,40
5,2004,11,11,39,41,39,38,39,38,40,40,46,51,56,58,60,61,61,60,59,57,52,48,45,45,44,42
5,2004,11,12,42,42,45,46,47,47,49,50,49,50,51,51,52,52,49,50,50,50,51,51,51,49,49,47
5,2004,11,13,46,45,45,43,43,42,42,41,41,42,43,46,47,49,52,51,50,47,44,42,41,40,39,37
5,2004,11,14,36,36,34,34,34,32,32,32,36,40,44,45,47,49,51,52,50,48,45,42,40,40,38,38
5,2004,11,15,37,37,38,37,37,38,39,37,41,46,52,54,56,59,60,61,59,55,52,49,48,46,43,44
5,2004,11,16,45,42,42,42,42,42,40,38,42,47,55,58,61,58,60,56,56,51,45,42,41,39,38,37
5,2004,11,17,37,36,36,33,35,35,34,35,39,49,53,56,58,58,60,59,55,52,49,45,44,44,41,39
5,2004,11,18,41,39,40,39,36,39,43,43,45,51,55,56,57,59,60,60,58,58,53,51,51,51,51,51
5,2004,11,19,51,51,51,51,49,47,47,47,49,52,56,59,61,62,62,62,61,57,54,53,52,52,52,51
5,2004,11,20,51,51,51,51,51,52,53,52,53,55,57,60,60,60,59,58,58,56,56,56,55,55,55,55
5,2004,11,21,55,55,55,55,54,53,53,53,53,53,53,53,55,55,56,56,55,52,51,48,47,47,47,47
5,2004,11,22,47,46,46,46,46,47,48,48,49,49,51,53,55,54,54,54,52,52,52,52,51,51,52,52
5,2004,11,23,52,51,51,51,51,51,51,51,52,53,55,55,55,55,55,55,55,55,55,53,54,54,54,54
5,2004,11,24,54,54,54,54,54,55,55,55,56,57,58,58,58,58,59,60,60,60,60,62,63,64,65,64
5,2004,11,25,64,65,66,65,64,64,63,63,64,66,67,65,61,56,53,53,51,49,47,46,44,42,42,40
5,2004,11,26,40,39,38,38,37,36,34,33,34,37,40,42,44,46,46,47,46,42,38,38,35,34,33,33
5,2004,11,27,35,34,35,31,32,30,30,30,33,44,49,53,53,54,53,53,52,53,52,53,53,55,55,55
5,2004,11,28,55,56,56,58,58,58,58,56,56,56,57,58,59,60,60,59,59,56,53,50,47,47,45,44
5,2004,11,29,43,40,39,40,40,38,39,38,38,41,44,46,47,49,49,49,49,45,42,38,39,40,38,39
5,2004,11,30,37,36,36,36,36,37,36,35,36,41,45,47,49,49,50,50,49,48,48,47,47,46,46,46
5,2004,12,1,47,47,48,49,50,51,54,56,58,60,60,57,53,56,56,55,53,50,48,47,46,44,43,42
5,2004,12,2,40,37,38,36,36,35,34,33,37,44,47,50,51,51,51,51,50,47,42,42,40,38,38,35
5,2004,12,3,35,34,34,34,38,38,37,36,37,42,47,49,49,49,49,49,48,46,44,42,39,35,33,31
5,2004,12,4,32,29,29,27,29,27,26,26,27,34,42,43,45,47,47,48,47,42,42,40,39,37,38,40
5,2004,12,5,42,43,42,40,40,38,40,41,41,46,50,54,55,55,56,56,55,48,44,41,39,38,37,35
5,2004,12,6,35,37,37,35,37,40,40,42,47,49,51,53,54,54,55,55,54,53,53,52,51,51,51,49
5,2004,12,7,49,50,49,48,49,49,48,49,49,49,50,52,53,56,58,60,62,62,62,63,66,65,66,65
5,2004,12,8,65,65,62,60,58,56,54,56,55,57,60,60,61,61,61,61,59,54,49,48,44,43,44,44
5,2004,12,9,42,40,40,38,38,40,37,42,44,49,52,54,54,53,52,51,50,50,51,51,51,53,52,54
5,2004,12,10,53,54,54,53,53,53,53,53,53,54,57,58,58,59,60,61,62,62,61,61,60,60,59,55
5,2004,12,11,54,53,52,52,52,51,51,51,51,52,52,53,51,51,49,49,49,47,47,45,45,44,44,42
5,2004,12,12,41,41,40,39,39,39,40,40,40,42,43,44,45,45,47,47,46,44,41,43,44,45,44,45
5,2004,12,13,45,46,47,47,46,45,44,44,45,46,47,44,45,46,48,47,46,44,42,41,40,39,38,37
5,2004,12,14,36,36,35,34,33,33,33,32,33,36,38,40,40,41,40,40,38,36,35,33,31,31,31,31
5,2004,12,15,31,29,28,28,28,28,26,26,25,27,29,31,34,35,36,36,36,33,31,30,28,27,26,26
5,2004,12,16,23,25,26,24,23,23,21,21,22,28,34,38,42,44,46,46,45,38,36,35,35,35,34,35
5,2004,12,17,37,40,39,39,38,35,34,33,33,38,44,47,49,49,49,49,47,43,39,35,33,31,32,31
5,2004,12,18,29,29,26,26,25,25,26,26,26,34,41,46,48,49,49,49,47,42,40,37,36,34,32,33
5,2004,12,19,31,31,29,29,28,29,29,30,31,31,36,43,46,47,48,47,45,41,40,38,36,34,29,26
5,2004,12,20,24,21,20,19,18,16,14,13,12,11,13,13,15,17,19,20,20,19,19,18,17,16,16,15
5,2004,12,21,16,17,16,17,17,16,18,18,22,27,33,37,39,40,41,42,41,39,36,33,33,32,34,34
5,2004,12,22,35,37,33,30,29,31,33,35,34,41,48,52,56,60,61,61,58,51,47,46,47,48,49,47
5,2004,12,23,48,51,52,52,52,54,56,58,58,58,59,61,63,63,62,64,63,60,53,53,51,45,41,40
5,2004,12,24,38,38,37,35,34,33,33,31,31,32,33,33,35,35,35,33,33,31,31,30,31,29,28,28
5,2004,12,25,27,26,25,26,24,24,23,23,24,26,28,30,31,31,31,31,31,28,28,27,25,25,24,24
5,2004,12,26,23,23,23,25,26,27,28,29,30,30,30,30,30,31,30,31,31,32,33,33,33,31,32,31
5,2004,12,27,31,31,31,29,29,28,27,26,25,25,26,27,28,29,29,29,29,27,26,25,23,22,22,20
5,2004,12,28,21,20,20,18,18,17,17,17,18,22,26,28,31,32,34,35,33,31,29,29,30,30,31,31
5,2004,12,29,31,31,33,33,34,34,35,34,35,37,41,44,45,47,49,50,49,46,44,43,42,43,42,42
5,2004,12,30,42,41,39,36,34,33,31,29,31,36,43,48,49,50,49,47,46,49,44,50,47,48,51,44
5,2004,12,31,44,50,44,43,41,38,40,45,40,56,59,64,54,57,58,58,57,55,61,60,59,60,61,60
5,2005,1,1,61,60,62,60,59,58,55,54,55,61,59,58,64,66,67,66,64,58,50,46,43,42,41,42
5,2005,1,2,44,43,41,40,39,39,39,38,40,41,45,47,47,49,49,59,58,57,52,46,47,47,45,44
5,2005,1,3,43,39,38,44,45,46,47,47,49,52,54,59,61,63,64,63,66,62,71,71,71,70,70,71
5,2005,1,4,70,69,68,68,68,68,70,71,71,73,75,78,73,68,65,52,49,49,47,47,46,46,45,45
5,2005,1,5,45,45,45,44,45,44,44,44,44,45,45,45,45,45,44,42,41,40,40,40,40,40,41,42
5,2005,1,6,43,43,43,43,43,43,43,44,44,46,48,50,52,55,56,56,57,55,55,54,53,52,50,49
5,2005,1,7,47,47,45,45,43,42,39,39,39,42,43,44,46,46,47,45,42,41,40,40,40,40,40,41
5,2005,1,8,39,40,40,41,42,42,42,42,42,44,46,49,51,51,49,49,47,47,47,47,46,44,42,41
5,2005,1,9,41,39,39,37,35,36,35,32,32,36,38,40,40,40,40,40,40,39,38,38,38,38,38,37
5,2005,1,10,36,34,33,33,35,35,34,37,37,40,44,46,48,49,50,52,51,49,47,43,41,40,38,38
5,2005,1,11,38,40,37,35,33,34,35,36,35,37,42,43,44,46,46,46,46,45,45,46,45,45,44,45
5,2005,1,12,44,44,45,43,43,42,42,41,42,44,46,49,51,54,55,57,50,48,46,46,43,44,43,42
5,2005,1,13,42,41,46,45,44,50,50,50,51,56,62,66,69,71,71,71,69,67,64,62,63,64,65,66
5,2005,1,14,67,67,67,67,67,67,66,66,62,56,51,48,43,39,39,39,42,41,41,40,40,40,39,38
5,2005,1,15,37,37,35,33,33,31,30,29,29,33,33,33,33,33,34,34,33,31,30,29,29,29,29,30
5,2005,1,16,29,29,29,30,30,31,31,31,31,33,34,35,35,35,35,35,34,33,31,30,31,30,30,29
5,2005,1,17,30,29,29,29,28,28,28,28,27,27,27,27,27,27,28,26,26,24,22,20,20,19,19,18
5,2005,1,18,18,17,17,17,16,16,16,15,16,17,18,19,20,20,20,20,20,19,17,15,15,14,15,13
5,2005,1,19,13,13,12,13,13,13,14,14,14,19,21,24,25,26,25,25,24,24,24,24,24,24,24,24
5,2005,1,20,24,26,26,25,26,27,27,27,26,29,33,35,34,34,35,34,33,31,31,31,31,30,29,29
5,2005,1,21,28,28,27,26,24,23,22,21,19,19,21,22,23,24,24,24,24,22,19,18,16,15,14,13
5,2005,1,22,12,11,9,9,10,11,13,15,17,19,21,24,25,27,29,27,28,28,30,29,29,29,27,26
5,2005,1,23,26,25,23,21,22,20,19,18,15,16,17,19,20,20,20,22,21,19,18,17,16,15,14,13
5,2005,1,24,13,12,11,10,9,10,10,10,10,13,16,19,20,23,24,26,26,25,24,22,22,24,24,24
5,2005,1,25,25,25,25,24,22,20,22,22,24,28,31,32,33,34,34,34,34,33,31,31,30,30,31,31
5,2005,1,26,32,33,33,33,35,35,35,35,36,37,38,38,38,39,39,39,40,38,36,36,36,37,35,33
5,2005,1,27,30,28,27,24,22,20,18,16,16,17,17,18,19,20,21,22,22,20,19,17,16,16,15,15
5,2005,1,28,14,13,11,11,10,9,7,6,8,11,16,18,19,21,23,24,25,24,22,20,18,18,17,15
5,2005,1,29,15,15,14,14,13,12,12,11,13,18,24,27,29,31,32,32,33,32,28,27,28,29,29,29
5,2005,1,30,29,29,29,30,30,31,31,31,31,31,31,31,31,31,31,31,30,30,30,29,29,29,29,28
5,2005,1,31,27,27,27,27,27,27,25,24,24,26,29,30,32,33,35,35,35,33,30,29,28,26,26,26
5,2005,2,1,26,26,25,26,26,25,25,25,25,29,33,34,35,36,36,36,36,35,31,30,27,26,26,23
5,2005,2,2,22,21,20,20,20,19,22,19,21,28,32,36,39,40,39,40,40,38,34,31,29,29,30,30
5,2005,2,3,28,28,27,28,26,27,26,26,28,31,33,35,35,35,36,37,36,36,35,34,34,34,33,34
5,2005,2,4,34,34,34,34,34,33,33,34,34,36,37,37,36,37,38,38,39,40,39,39,36,36,36,34
5,2005,2,5,33,32,35,35,35,35,35,34,36,40,42,44,46,47,49,50,50,48,40,39,35,35,33,32
5,2005,2,6,31,32,30,29,32,32,32,31,34,38,43,45,48,49,49,51,47,42,37,36,34,36,36,35
5,2005,2,7,35,33,33,32,31,29,28,29,31,36,41,44,47,49,50,51,48,44,37,34,32,32,31,31
5,2005,2,8,30,29,29,29,30,29,29,29,30,31,33,41,48,52,56,56,55,50,45,41,40,37,36,38
5,2005,2,9,38,39,40,39,40,39,39,38,40,49,52,55,56,56,54,52,51,48,47,45,44,44,44,45
5,2005,2,10,45,48,46,48,46,45,44,44,45,45,44,43,42,42,44,42,41,40,38,37,35,34,33,33
5,2005,2,11,32,32,32,32,31,30,30,29,29,32,35,37,39,40,40,40,39,39,37,36,35,34,33,31
5,2005,2,12,31,30,29,29,29,28,27,29,31,35,38,40,42,42,44,44,45,45,44,42,40,40,38,35
5,2005,2,13,37,38,37,37,35,32,30,29,31,42,45,46,46,47,46,44,44,41,39,38,36,37,36,36
5,2005,2,14,37,38,38,38,38,38,38,38,38,40,41,42,42,44,45,45,47,48,49,50,51,53,54,55
5,2005,2,15,55,52,49,49,47,46,42,42,43,47,51,55,57,58,59,60,59,57,52,47,47,47,47,47
5,2005,2,16,47,47,46,44,45,44,44,44,47,52,56,60,62,63,64,62,56,50,49,44,42,42,40,40
5,2005,2,17,39,38,38,37,35,34,33,32,35,37,39,38,38,40,42,42,42,42,39,38,37,35,33,31
5,2005,2,18,29,31,31,30,29,28,28,27,28,28,29,29,29,29,30,31,30,29,28,28,27,26,25,24
5,2005,2,19,23,22,21,20,20,19,19,19,21,24,26,27,28,30,31,32,33,33,31,29,27,25,26,24
5,2005,2,20,21,21,25,24,24,23,23,22,25,33,38,40,40,40,40,40,38,37,36,36,36,37,37,37
5,2005,2,21,36,37,38,39,40,40,41,42,42,45,47,49,51,52,53,54,47,45,43,43,43,42,42,41
5,2005,2,22,38,38,38,37,37,37,37,37,37,38,39,40,44,44,44,44,43,42,41,40,36,35,35,36
5,2005,2,23,36,37,37,36,37,36,35,34,38,40,42,44,45,44,45,45,45,44,41,37,33,34,33,32
5,2005,2,24,31,31,31,33,33,33,32,32,31,31,31,31,31,31,32,31,31,31,31,31,31,31,29,28
5,2005,2,25,28,28,27,27,26,25,24,24,25,26,27,28,30,31,31,32,33,31,29,28,27,25,24,22
5,2005,2,26,22,22,22,21,22,20,20,20,22,29,32,36,38,40,42,42,42,42,40,38,35,33,33,31
5,2005,2,27,33,33,32,31,29,28,25,26,28,30,30,32,33,34,35,36,35,34,33,30,29,29,29,29
5,2005,2,28,29,30,31,33,33,33,34,35,35,36,35,35,36,36,36,36,36,35,35,35,35,35,34,32
5,2005,3,1,32,32,31,31,31,31,31,31,32,33,33,35,35,36,37,38,36,38,37,35,35,35,34,33
5,2005,3,2,35,34,34,33,33,32,32,31,32,33,34,35,36,36,36,35,36,34,33,31,31,31,29,29
5,2005,3,3,28,28,27,26,26,26,26,26,26,28,30,31,33,34,34,35,35,34,32,31,31,29,29,29
5,2005,3,4,28,27,27,25,24,23,21,22,27,29,31,34,36,38,38,40,39,38,38,36,35,35,35,35
5,2005,3,5,34,34,34,32,32,32,32,31,33,36,37,39,39,40,41,42,42,40,38,36,35,33,33,30
5,2005,3,6,29,29,29,29,29,30,29,28,33,38,42,45,47,49,49,50,51,51,50,47,47,46,46,44
5,2005,3,7,42,45,42,41,41,40,42,41,47,53,60,64,66,69,71,69,65,63,59,56,54,52,52,53
5,2005,3,8,54,55,58,59,56,52,51,51,52,51,47,40,37,33,29,29,30,31,31,29,29,28,26,24
5,2005,3,9,24,24,22,22,21,20,20,21,24,26,28,29,31,33,33,33,33,33,33,31,29,29,28,26
5,2005,3,10,25,22,22,22,21,20,20,21,27,31,31,33,35,36,36,37,37,37,35,31,29,29,29,30
5,2005,3,11,31,33,33,34,35,34,31,33,38,43,49,51,53,53,54,55,53,49,44,44,40,40,40,40
5,2005,3,12,40,39,38,38,36,34,33,31,34,37,40,43,44,45,47,46,46,46,45,42,41,38,39,37
5,2005,3,13,38,38,38,38,38,37,37,37,38,38,41,44,44,45,46,47,47,45,43,41,40,40,40,39
5,2005,3,14,39,39,38,38,37,37,36,35,35,37,39,40,42,43,43,44,44,42,40,37,35,34,33,31
5,2005,3,15,31,31,30,30,29,29,28,30,33,35,37,40,42,43,46,46,46,46,44,41,38,36,34,34
5,2005,3,16,35,36,36,33,33,31,31,31,37,42,43,44,45,45,46,46,45,45,44,43,42,42,40,38
5,2005,3,17,39,38,37,37,37,37,37,37,38,40,40,40,40,41,42,42,42,42,40,38,36,36,35,33
5,2005,3,18,33,32,29,27,28,28,27,29,35,42,46,49,51,53,55,54,54,54,50,44,43,42,39,37
5,2005,3,19,35,35,33,30,31,33,35,35,39,44,46,47,48,48,47,47,45,44,42,40,40,41,42,42
5,2005,3,20,43,42,42,42,42,43,43,43,44,46,48,52,52,53,52,52,52,51,50,49,47,46,46,46
5,2005,3,21,46,45,44,42,40,39,38,38,44,45,47,47,48,49,49,49,49,48,47,45,43,40,39,37
5,2005,3,22,35,34,33,30,30,31,28,31,38,43,45,48,50,52,54,54,52,49,46,42,42,41,41,42
5,2005,3,23,42,44,44,44,44,44,44,44,45,47,47,45,43,43,43,43,43,43,42,42,42,42,41,40
5,2005,3,24,40,38,38,38,37,37,37,37,37,37,38,40,41,42,43,45,44,44,44,43,43,42,42,41
5,2005,3,25,41,40,40,40,40,40,40,40,42,44,45,47,47,48,47,46,45,44,44,44,43,42,42,41
5,2005,3,26,41,40,41,41,42,41,40,41,41,42,44,46,47,48,48,47,47,46,43,42,42,41,41,41
5,2005,3,27,41,41,41,41,40,40,40,41,43,46,48,48,49,47,47,47,47,47,46,46,45,44,45,45
5,2005,3,28,44,44,44,45,46,46,47,48,50,52,53,55,57,58,59,60,58,56,56,56,54,53,52,53
5,2005,3,29,53,53,53,51,50,48,47,47,48,49,50,51,52,54,56,56,56,56,56,55,53,51,50,48
5,2005,3,30,46,45,43,43,42,39,40,43,48,52,53,54,55,54,56,56,54,50,49,45,43,42,41,40
5,2005,3,31,40,39,39,38,39,37,36,42,45,47,49,50,51,51,49,49,48,47,46,46,46,47,47,48
5,2005,4,1,48,49,48,48,47,46,46,47,49,51,54,54,57,58,58,54,53,52,50,49,48,47,46,46
5,2005,4,2,46,46,46,47,49,54,57,59,61,62,62,61,59,60,60,60,59,58,57,55,54,53,48,47
5,2005,4,3,46,46,45,44,40,40,42,43,44,44,45,45,44,46,47,47,46,47,46,43,46,46,47,47
5,2005,4,4,49,48,47,47,46,46,46,48,51,54,56,58,59,61,62,63,63,63,61,58,56,53,53,49
5,2005,4,5,47,48,47,46,42,40,38,44,52,55,58,60,61,64,66,67,67,67,63,57,54,53,51,51
5,2005,4,6,49,50,48,49,47,47,48,52,58,65,68,72,76,78,78,78,80,79,73,71,67,66,65,65
5,2005,4,7,62,61,62,62,60,60,60,62,63,67,71,73,73,74,74,74,73,71,69,67,67,65,64,64
5,2005,4,8,65,62,62,62,62,60,60,61,60,61,61,57,56,54,53,52,51,52,52,51,50,49,46,45
5,2005,4,9,45,45,44,44,44,42,43,47,50,52,55,56,58,59,58,56,55,53,50,46,44,42,42,40
5,2005,4,10,40,38,37,38,38,36,39,44,49,54,58,61,64,67,69,70,71,71,69,63,57,54,53,52
5,2005,4,11,49,50,51,49,47,48,51,53,52,53,53,53,53,53,54,52,51,50,47,44,42,40,40,39
5,2005,4,12,37,36,36,34,33,37,37,42,44,47,49,49,51,53,53,54,51,49,47,45,45,44,44,44
5,2005,4,13,44,43,43,42,42,42,41,43,47,52,53,55,56,54,53,53,52,50,47,44,42,41,39,39
5,2005,4,14,38,36,35,38,36,37,34,42,48,51,54,56,57,58,58,56,56,53,50,46,46,44,44,44
5,2005,4,15,44,44,43,43,42,42,42,44,46,47,49,51,51,52,51,50,50,50,47,44,43,42,40,40
5,2005,4,16,40,40,39,40,40,39,38,43,46,48,51,52,52,54,53,53,52,51,48,45,42,40,37,35
5,2005,4,17,34,33,33,34,33,33,33,40,48,54,60,65,68,70,71,72,73,71,69,65,60,58,56,53
5,2005,4,18,52,51,49,49,47,49,45,53,60,67,70,73,74,75,76,76,75,72,67,63,61,56,58,56
5,2005,4,19,54,51,50,50,49,48,49,57,65,73,76,80,82,82,82,83,82,80,75,69,67,64,63,63
5,2005,4,20,60,57,59,59,57,56,57,64,70,75,80,82,84,85,86,85,85,83,80,74,71,69,66,69
5,2005,4,21,72,71,69,67,67,67,66,66,63,63,62,61,63,65,61,58,56,54,51,50,49,49,49,47
5,2005,4,22,47,48,48,49,49,49,50,51,51,51,52,53,53,55,53,51,52,51,51,51,50,50,49,49
5,2005,4,23,49,50,49,58,58,59,60,61,62,64,65,68,67,67,69,70,68,64,61,61,57,56,56,56
5,2005,4,24,55,50,50,48,46,46,46,46,47,49,50,51,52,54,53,50,49,50,49,49,46,46,45,42
5,2005,4,25,42,41,40,42,40,40,43,46,49,52,54,55,56,58,60,60,58,60,60,57,50,44,47,43
5,2005,4,26,42,41,40,39,40,42,45,51,58,65,69,70,71,71,71,67,65,62,63,60,60,60,60,58
5,2005,4,27,57,56,55,56,56,56,57,59,62,63,65,67,67,67,69,68,69,67,68,65,62,58,57,56
5,2005,4,28,55,54,53,52,51,49,49,52,56,58,60,62,63,64,65,65,65,65,62,61,58,56,53,53
5,2005,4,29,50,47,46,46,47,47,49,51,53,55,56,57,57,56,56,57,59,60,58,58,58,56,55,54
5,2005,4,30,55,55,55,54,54,53,54,55,56,59,63,65,68,70,71,71,72,67,67,66,65,65,64,65
